intervalStart,intervalEnd,price,parameters
2023-03-09T07:55:00Z,2023-03-09T08:00:00Z,21678.291090909093,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
