intervalStart,intervalEnd,price,parameters
2023-01-14T07:55:00Z,2023-01-14T08:00:00Z,20901.303454545457,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
