intervalStart,intervalEnd,price,parameters
2023-02-22T07:55:00Z,2023-02-22T08:00:00Z,24059.226181818183,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
