intervalStart,intervalEnd,price,parameters
2023-01-18T07:55:00Z,2023-01-18T08:00:00Z,21302.840981818183,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
