intervalStart,intervalEnd,price,parameters
2023-02-13T07:55:00Z,2023-02-13T08:00:00Z,21890.620363636364,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
