intervalStart,intervalEnd,price,parameters
2023-03-06T07:55:00Z,2023-03-06T08:00:00Z,22393.52872727273,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
