intervalStart,intervalEnd,price,parameters
2023-01-22T07:55:00Z,2023-01-22T08:00:00Z,22901.124181818184,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
