intervalStart,intervalEnd,price,parameters
2023-03-17T07:55:00Z,2023-03-17T08:00:00Z,26155.93327272727,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
