intervalStart,intervalEnd,price,parameters
2023-01-01T07:55:00Z,2023-01-01T08:00:00Z,16518.472836363642,"[{""asset"":""btc"",""weight"":1,""exchanges"":""cbse,gmni,krkn,lmax,stmp"",""calc_window"":300,""partition_size"":""30""}]"
